age,workclass,educational-num,occupation,gender,hours-per-week,income
54,Private,13,Sales,Male,50,<=50K
21,Private,10,Prof-specialty,Female,25,<=50K
43,Private,9,Adm-clerical,Female,40,<=50K
32,Private,10,Adm-clerical,Female,40,<=50K
31,State-gov,14,Prof-specialty,Male,35,>50K
73,?,9,?,Male,8,<=50K
26,Private,10,Adm-clerical,Male,60,<=50K
35,Private,9,Craft-repair,Male,40,<=50K
73,Private,3,Exec-managerial,Male,54,>50K
25,Self-emp-not-inc,13,Sales,Female,40,<=50K
58,Self-emp-not-inc,11,Farming-fishing,Male,65,<=50K
32,Private,9,Other-service,Female,37,<=50K
28,Private,13,Prof-specialty,Male,40,<=50K
41,Self-emp-not-inc,14,Sales,Female,30,<=50K
53,Self-emp-not-inc,9,Craft-repair,Male,48,<=50K
49,Private,9,Adm-clerical,Female,35,<=50K
55,Private,13,Prof-specialty,Male,40,>50K
29,Private,10,Adm-clerical,Female,50,>50K
28,Self-emp-not-inc,11,Farming-fishing,Male,80,<=50K
44,Private,9,Craft-repair,Male,45,<=50K
41,Private,14,Exec-managerial,Male,45,>50K
26,Private,11,Sales,Male,45,>50K
23,Private,9,Sales,Male,40,>50K
37,Self-emp-not-inc,13,Prof-specialty,Female,40,>50K
23,Private,13,Prof-specialty,Male,50,>50K
33,Private,10,Other-service,Female,40,<=50K
44,Private,9,Craft-repair,Male,40,>50K
21,Private,10,Protective-serv,Male,30,<=50K
36,Private,7,Exec-managerial,Male,40,<=50K
44,Local-gov,13,Adm-clerical,Male,40,<=50K
23,Private,9,Other-service,Female,40,<=50K
26,Private,9,Exec-managerial,Male,40,<=50K
32,Private,3,Other-service,Male,40,<=50K
31,Private,10,Handlers-cleaners,Male,40,>50K
50,Local-gov,9,Exec-managerial,Female,35,<=50K
18,Self-emp-inc,10,Adm-clerical,Female,20,<=50K
49,Private,13,Exec-managerial,Male,50,>50K
59,Private,9,Other-service,Female,40,<=50K
38,Private,9,Machine-op-inspct,Female,28,<=50K
50,Self-emp-inc,10,Sales,Male,55,<=50K
51,Self-emp-inc,10,Craft-repair,Male,55,<=50K
22,Private,10,Machine-op-inspct,Male,35,<=50K
54,Private,9,Machine-op-inspct,Female,40,>50K
37,Private,9,Transport-moving,Male,40,<=50K
31,Private,13,Adm-clerical,Male,60,<=50K
67,State-gov,13,Exec-managerial,Male,40,<=50K
43,?,7,?,Male,40,<=50K
21,Private,10,Exec-managerial,Female,40,<=50K
30,Private,9,Adm-clerical,Female,40,<=50K
32,Local-gov,10,Protective-serv,Male,50,<=50K
36,Private,11,Craft-repair,Male,40,<=50K
33,Local-gov,13,Adm-clerical,Male,40,<=50K
37,Private,9,Craft-repair,Male,56,<=50K
29,Private,15,Prof-specialty,Male,48,>50K
18,?,10,?,Male,30,<=50K
26,Private,10,Sales,Male,40,<=50K
51,Private,4,Prof-specialty,Male,40,<=50K
39,Private,9,Machine-op-inspct,Male,40,<=50K
18,Private,9,Other-service,Male,30,<=50K
52,Private,8,Machine-op-inspct,Male,40,<=50K
31,Private,10,Farming-fishing,Male,40,<=50K
45,Private,13,Exec-managerial,Male,53,>50K
38,Private,10,Machine-op-inspct,Male,38,<=50K
21,Private,12,Sales,Female,35,<=50K
33,Private,9,Handlers-cleaners,Male,40,<=50K
39,Private,10,Craft-repair,Male,40,<=50K
31,Private,9,Machine-op-inspct,Male,40,<=50K
43,Private,13,Exec-managerial,Male,50,>50K
64,?,13,?,Male,10,<=50K
33,Self-emp-inc,13,Exec-managerial,Male,45,>50K
49,Self-emp-not-inc,9,Farming-fishing,Male,60,<=50K
41,Private,9,Machine-op-inspct,Male,40,<=50K
55,Self-emp-not-inc,10,Machine-op-inspct,Male,40,<=50K
52,Private,10,Adm-clerical,Female,37,<=50K
42,Private,13,Prof-specialty,Male,40,<=50K
24,Private,10,Adm-clerical,Female,30,<=50K
42,Private,9,Adm-clerical,Male,52,<=50K
41,State-gov,13,Exec-managerial,Male,40,>50K
35,Private,9,Machine-op-inspct,Male,40,<=50K
71,?,3,?,Male,10,<=50K
54,Federal-gov,14,Exec-managerial,Male,42,>50K
24,Private,3,Handlers-cleaners,Male,40,<=50K
59,?,9,?,Female,40,<=50K
30,?,7,?,Female,40,<=50K
57,Federal-gov,13,Exec-managerial,Female,40,>50K
58,State-gov,14,Exec-managerial,Male,40,>50K
32,Private,9,Other-service,Male,40,<=50K
22,Private,9,Sales,Female,25,<=50K
20,Private,9,Other-service,Female,25,<=50K
60,?,13,?,Male,40,<=50K
51,Private,9,Prof-specialty,Female,40,<=50K
26,Local-gov,9,Adm-clerical,Female,20,<=50K
33,Private,7,Craft-repair,Male,40,<=50K
19,Private,6,Sales,Female,40,<=50K
50,Self-emp-not-inc,9,Other-service,Female,20,>50K
32,Private,9,Sales,Male,40,<=50K
51,Local-gov,13,Transport-moving,Male,40,>50K
18,Private,10,Sales,Female,20,<=50K
35,Federal-gov,14,Exec-managerial,Male,50,>50K
22,?,10,?,Male,25,<=50K
46,Private,9,Craft-repair,Male,55,<=50K
37,Private,9,Sales,Male,45,<=50K
45,Private,10,Adm-clerical,Female,20,>50K
63,Private,5,Handlers-cleaners,Male,32,<=50K
53,Private,9,Other-service,Male,10,<=50K
24,Private,9,Adm-clerical,Female,40,<=50K
65,?,7,?,Male,29,<=50K
43,Private,12,Prof-specialty,Female,32,>50K
47,Private,9,Machine-op-inspct,Male,40,<=50K
41,Private,9,Exec-managerial,Female,40,<=50K
27,Private,9,Machine-op-inspct,Male,40,<=50K
35,Self-emp-inc,9,Exec-managerial,Male,75,<=50K
19,Private,10,Adm-clerical,Female,24,<=50K
47,Private,10,Other-service,Female,35,<=50K
25,Federal-gov,13,Adm-clerical,Female,40,<=50K
59,Local-gov,15,Exec-managerial,Male,40,>50K
28,Private,6,Machine-op-inspct,Female,40,<=50K
17,Private,6,Sales,Female,20,<=50K
21,Private,10,Exec-managerial,Male,50,<=50K
31,Private,9,Sales,Female,40,<=50K
49,Private,9,Handlers-cleaners,Female,40,<=50K
48,Local-gov,14,Prof-specialty,Male,50,>50K
60,Self-emp-not-inc,16,Sales,Male,20,<=50K
33,Self-emp-not-inc,8,Transport-moving,Male,40,<=50K
40,Private,9,Craft-repair,Male,40,<=50K
42,Private,10,Craft-repair,Male,52,<=50K
34,Private,9,Transport-moving,Male,40,<=50K
38,Federal-gov,11,Adm-clerical,Male,52,<=50K
58,Self-emp-not-inc,10,Exec-managerial,Male,70,>50K
20,Private,10,Adm-clerical,Female,40,<=50K
52,Private,10,Sales,Female,55,<=50K
22,Local-gov,10,Protective-serv,Male,40,<=50K
24,Private,13,Farming-fishing,Male,35,>50K
39,Private,9,Machine-op-inspct,Female,40,<=50K
41,Private,14,Exec-managerial,Male,55,>50K
37,?,10,?,Male,30,<=50K
56,Private,5,Craft-repair,Male,40,<=50K
21,Private,9,Other-service,Female,40,<=50K
29,Private,9,Sales,Female,25,<=50K
45,Private,11,Other-service,Male,10,<=50K
44,Local-gov,10,Protective-serv,Male,80,>50K
54,Private,14,Prof-specialty,Male,45,>50K
24,Private,10,Craft-repair,Male,40,<=50K
40,Private,13,Exec-managerial,Male,50,<=50K
43,State-gov,13,Prof-specialty,Male,60,>50K
20,?,10,?,Male,16,<=50K
41,Self-emp-not-inc,7,Other-service,Female,40,<=50K
32,Private,11,Adm-clerical,Female,40,<=50K
31,Private,13,Adm-clerical,Female,25,<=50K
26,Private,9,Adm-clerical,Male,40,<=50K
50,State-gov,13,Craft-repair,Male,40,>50K
62,Self-emp-inc,11,Exec-managerial,Male,40,<=50K
24,Private,9,Other-service,Male,45,<=50K
58,Private,13,Exec-managerial,Male,65,>50K
44,Self-emp-inc,10,Craft-repair,Male,40,>50K
44,Private,8,Other-service,Male,40,<=50K
37,Self-emp-inc,10,Transport-moving,Male,50,>50K
65,Self-emp-not-inc,4,Farming-fishing,Male,40,<=50K
33,Private,9,Craft-repair,Male,40,>50K
34,?,9,?,Female,37,<=50K
56,Self-emp-not-inc,14,Prof-specialty,Male,60,>50K
35,Private,14,Exec-managerial,Male,48,>50K
33,Private,13,Prof-specialty,Male,40,<=50K
35,Private,13,Tech-support,Male,48,<=50K
47,Self-emp-not-inc,10,Exec-managerial,Female,60,<=50K
35,Self-emp-not-inc,5,Craft-repair,Male,96,<=50K
56,Private,10,Sales,Female,40,<=50K
29,Self-emp-inc,14,Prof-specialty,Male,40,<=50K
53,Self-emp-inc,15,Prof-specialty,Male,50,>50K
42,Private,11,Sales,Female,25,<=50K
20,?,10,?,Female,40,<=50K
24,Private,13,Tech-support,Male,50,<=50K
33,Private,9,Machine-op-inspct,Male,40,<=50K
42,Private,6,Sales,Male,45,<=50K
38,State-gov,10,Protective-serv,Male,50,>50K
32,Private,9,Machine-op-inspct,Male,40,<=50K
20,Self-emp-not-inc,4,Craft-repair,Male,20,<=50K
32,Private,9,Craft-repair,Male,50,<=50K
28,Local-gov,10,Protective-serv,Male,40,>50K
51,Private,9,Craft-repair,Male,55,>50K
41,Local-gov,9,Other-service,Male,30,<=50K
37,Local-gov,12,Other-service,Female,50,<=50K
23,Private,9,Other-service,Female,40,<=50K
40,Private,9,Craft-repair,Male,40,<=50K
47,Private,6,Machine-op-inspct,Male,40,<=50K
46,Self-emp-not-inc,9,Exec-managerial,Male,50,<=50K
24,Private,13,Sales,Male,40,<=50K
40,Private,9,Machine-op-inspct,Female,28,<=50K
30,Self-emp-not-inc,9,Machine-op-inspct,Male,60,<=50K
41,State-gov,15,Prof-specialty,Female,52,>50K
37,State-gov,13,Adm-clerical,Female,45,>50K
49,Federal-gov,9,Transport-moving,Male,40,<=50K
41,Federal-gov,13,Exec-managerial,Female,50,>50K
52,Local-gov,11,Exec-managerial,Male,35,<=50K
23,Private,10,Sales,Male,50,<=50K
34,Private,9,Craft-repair,Female,40,<=50K
25,State-gov,13,Exec-managerial,Female,40,>50K
44,Self-emp-inc,9,Craft-repair,Male,45,>50K
31,Local-gov,9,Prof-specialty,Male,33,<=50K
53,Private,13,Adm-clerical,Female,40,<=50K
62,Private,9,Exec-managerial,Male,50,<=50K
35,Private,13,Exec-managerial,Male,55,<=50K
30,Federal-gov,13,Prof-specialty,Male,40,<=50K
48,State-gov,9,Adm-clerical,Female,40,>50K
36,Private,13,Prof-specialty,Female,40,>50K
32,Private,7,Other-service,Male,33,<=50K
22,Private,10,Priv-house-serv,Female,28,<=50K
17,?,7,?,Male,40,<=50K
19,Private,9,Prof-specialty,Female,40,<=50K
26,Private,9,Adm-clerical,Female,40,<=50K
20,?,10,?,Male,40,<=50K
56,State-gov,10,Exec-managerial,Male,35,>50K
45,Private,4,Other-service,Female,21,<=50K
23,Private,10,Adm-clerical,Female,40,<=50K
31,Private,9,Handlers-cleaners,Male,40,<=50K
30,Private,7,Sales,Female,8,<=50K
42,Private,9,Handlers-cleaners,Male,35,<=50K
27,State-gov,15,Prof-specialty,Male,60,<=50K
37,Private,13,Exec-managerial,Male,50,>50K
31,Private,9,Machine-op-inspct,Male,60,<=50K
33,Private,13,Prof-specialty,Female,40,<=50K
64,Private,1,Handlers-cleaners,Male,40,<=50K
32,Private,9,Other-service,Female,40,<=50K
62,?,9,?,Male,40,>50K
37,Private,10,Craft-repair,Male,40,<=50K
25,Private,7,Transport-moving,Male,40,<=50K
49,Private,9,Adm-clerical,Male,40,<=50K
36,Private,13,Prof-specialty,Male,40,>50K
67,Private,10,Handlers-cleaners,Male,15,<=50K
54,Private,9,Handlers-cleaners,Male,40,>50K
45,Local-gov,16,Prof-specialty,Female,40,>50K
30,Private,10,Craft-repair,Male,40,<=50K
39,State-gov,9,Protective-serv,Female,40,<=50K
57,Private,6,Other-service,Female,20,<=50K
57,Private,6,Other-service,Male,40,<=50K
23,Self-emp-not-inc,9,Farming-fishing,Male,40,<=50K
49,Local-gov,9,Other-service,Male,40,<=50K
46,State-gov,13,Prof-specialty,Male,10,>50K
41,State-gov,13,Tech-support,Female,43,<=50K
44,Private,11,Tech-support,Male,45,<=50K
25,Private,13,Other-service,Female,30,<=50K
34,Local-gov,13,Craft-repair,Male,45,>50K
24,Private,13,Sales,Male,25,<=50K
32,Private,13,Exec-managerial,Female,45,<=50K
27,Local-gov,9,Tech-support,Male,50,>50K
67,Private,8,Machine-op-inspct,Male,40,<=50K
36,Private,9,Craft-repair,Male,40,<=50K
40,Private,10,Exec-managerial,Male,48,<=50K
24,Private,9,Transport-moving,Male,40,<=50K
46,Private,13,Sales,Male,40,>50K
44,State-gov,9,Adm-clerical,Female,38,<=50K
23,Self-emp-not-inc,10,Craft-repair,Male,40,>50K
46,Private,15,Prof-specialty,Male,90,<=50K
31,Private,11,Tech-support,Male,40,<=50K
21,Local-gov,10,Protective-serv,Male,40,<=50K
61,Private,9,Craft-repair,Male,40,>50K
71,Self-emp-not-inc,9,Farming-fishing,Male,15,<=50K
42,Private,13,Exec-managerial,Male,40,>50K
27,?,10,?,Male,5,<=50K
21,State-gov,10,Other-service,Female,16,<=50K
21,Private,1,Farming-fishing,Male,25,<=50K
28,Local-gov,13,Prof-specialty,Female,60,<=50K
27,Local-gov,12,Prof-specialty,Female,37,<=50K
32,Private,10,Other-service,Female,25,<=50K
47,Private,9,Handlers-cleaners,Male,40,<=50K
22,Private,12,Exec-managerial,Male,35,<=50K
56,Private,9,Tech-support,Male,40,<=50K
20,Private,9,Other-service,Female,40,<=50K
30,Private,10,Sales,Female,40,<=50K
22,Private,10,Other-service,Female,25,<=50K
28,Private,11,Craft-repair,Male,45,>50K
50,Private,14,Exec-managerial,Male,55,>50K
66,State-gov,9,Machine-op-inspct,Female,10,<=50K
38,Private,10,Other-service,Male,46,<=50K
62,Private,8,Exec-managerial,Male,30,<=50K
36,Federal-gov,14,Tech-support,Female,40,>50K
47,Private,6,Craft-repair,Male,35,<=50K
25,Private,9,Tech-support,Male,40,<=50K
26,Private,10,Transport-moving,Male,40,<=50K
37,Private,7,Farming-fishing,Male,40,<=50K
70,Self-emp-not-inc,4,Craft-repair,Male,8,<=50K
52,Private,7,Transport-moving,Male,40,<=50K
70,Private,5,Exec-managerial,Male,18,<=50K
19,State-gov,9,Protective-serv,Male,40,<=50K
23,Private,7,Craft-repair,Male,3,<=50K
37,Private,13,Prof-specialty,Female,16,>50K
37,Private,7,Sales,Female,40,<=50K
45,State-gov,10,Prof-specialty,Female,40,<=50K
29,Private,13,Exec-managerial,Male,50,>50K
56,Self-emp-not-inc,13,Exec-managerial,Male,20,<=50K
50,Private,14,Tech-support,Male,40,<=50K
20,Private,9,Adm-clerical,Male,30,<=50K
26,Private,13,Adm-clerical,Male,40,<=50K
41,Self-emp-inc,15,Prof-specialty,Male,60,>50K
21,Private,9,Handlers-cleaners,Male,40,<=50K
48,Self-emp-not-inc,3,Craft-repair,Male,50,<=50K
22,Private,10,Other-service,Male,40,<=50K
37,State-gov,12,Other-service,Male,35,<=50K
47,Private,10,Craft-repair,Male,30,>50K
61,Private,13,Sales,Male,40,<=50K
47,Local-gov,14,Prof-specialty,Male,40,>50K
37,Private,9,Craft-repair,Male,25,<=50K
46,State-gov,11,Adm-clerical,Female,40,<=50K
42,Self-emp-not-inc,9,Sales,Male,48,<=50K
41,Private,9,Adm-clerical,Female,40,<=50K
33,Local-gov,5,Other-service,Male,40,<=50K
24,Private,13,Prof-specialty,Male,35,<=50K
27,Private,12,Tech-support,Male,40,<=50K
40,Federal-gov,13,Exec-managerial,Male,39,<=50K
56,Private,6,Machine-op-inspct,Male,40,<=50K
35,Federal-gov,16,Prof-specialty,Male,55,<=50K
24,Private,11,Craft-repair,Male,40,<=50K
73,Self-emp-not-inc,10,Prof-specialty,Female,1,<=50K
36,Private,10,Sales,Male,50,<=50K
31,Private,13,Craft-repair,Male,50,>50K
50,?,9,?,Male,45,<=50K
36,Private,9,Handlers-cleaners,Male,40,<=50K
37,Private,9,Sales,Male,40,>50K
26,Private,13,Prof-specialty,Female,55,<=50K
20,Private,9,Protective-serv,Male,40,<=50K
58,Private,13,Prof-specialty,Male,40,>50K
45,State-gov,13,Prof-specialty,Male,40,>50K
33,?,13,?,Male,40,<=50K
31,Private,13,Tech-support,Female,40,<=50K
44,Private,15,Prof-specialty,Male,60,>50K
19,Local-gov,10,Prof-specialty,Female,30,<=50K
54,Private,9,Tech-support,Male,50,>50K
31,State-gov,14,Prof-specialty,Male,40,<=50K
27,Private,9,Craft-repair,Male,35,<=50K
36,Private,10,Sales,Male,40,>50K
47,Federal-gov,10,Adm-clerical,Male,40,<=50K
35,Private,13,Exec-managerial,Male,45,<=50K
42,Private,2,Adm-clerical,Male,55,>50K
45,Private,13,Exec-managerial,Female,40,<=50K
70,Private,9,Craft-repair,Male,40,<=50K
27,Local-gov,8,Other-service,Female,44,<=50K
36,Private,9,Prof-specialty,Male,60,>50K
23,Private,9,Machine-op-inspct,Male,40,<=50K
25,Private,13,Exec-managerial,Male,50,<=50K
45,Self-emp-not-inc,10,Craft-repair,Male,45,>50K
24,Private,9,Handlers-cleaners,Male,30,<=50K
90,Private,12,Sales,Male,50,>50K
50,Private,9,Machine-op-inspct,Male,44,>50K
37,Private,9,Craft-repair,Male,99,>50K
31,Private,10,Adm-clerical,Female,40,<=50K
17,Private,7,Farming-fishing,Male,40,<=50K
26,Private,10,Adm-clerical,Male,38,<=50K
41,Private,16,Prof-specialty,Male,60,<=50K
50,Self-emp-inc,9,Exec-managerial,Male,60,>50K
45,Self-emp-not-inc,9,Transport-moving,Male,80,<=50K
54,Self-emp-not-inc,10,Sales,Male,55,>50K
54,Private,9,Craft-repair,Male,40,<=50K
38,Private,9,Machine-op-inspct,Male,40,<=50K
22,Private,9,Sales,Female,38,<=50K
43,Private,9,Machine-op-inspct,Male,40,<=50K
19,?,9,?,Female,30,<=50K
30,Private,13,Tech-support,Male,40,>50K
31,?,5,?,Female,40,<=50K
42,Private,9,Craft-repair,Male,40,<=50K
48,Private,10,Machine-op-inspct,Male,40,>50K
56,Private,10,Transport-moving,Male,35,>50K
21,Local-gov,10,Adm-clerical,Male,36,<=50K
45,Private,13,Craft-repair,Male,40,<=50K
37,Private,15,Exec-managerial,Male,40,>50K
38,Local-gov,13,Prof-specialty,Male,30,<=50K
34,Private,10,Sales,Male,50,<=50K
29,Private,9,Protective-serv,Male,40,<=50K
24,Private,9,Machine-op-inspct,Male,40,<=50K
79,?,14,?,Female,23,<=50K
35,Private,12,Machine-op-inspct,Male,55,<=50K
39,Self-emp-not-inc,6,Transport-moving,Male,70,<=50K
73,Self-emp-not-inc,4,Farming-fishing,Male,12,<=50K
57,Private,11,Other-service,Female,40,<=50K
35,Self-emp-inc,13,Sales,Male,50,<=50K
60,Private,9,Handlers-cleaners,Male,32,<=50K
19,?,10,?,Female,40,<=50K
54,Private,9,Machine-op-inspct,Male,40,<=50K
53,Self-emp-not-inc,13,Craft-repair,Male,40,<=50K
23,Private,10,Exec-managerial,Female,40,<=50K
57,Self-emp-not-inc,10,Exec-managerial,Male,48,>50K
27,Self-emp-not-inc,6,Sales,Female,48,<=50K
25,Private,9,Exec-managerial,Male,40,<=50K
38,Private,9,Craft-repair,Male,40,<=50K
48,Private,10,Sales,Male,60,>50K
24,Private,9,Adm-clerical,Female,45,<=50K
67,Self-emp-inc,10,Sales,Male,40,<=50K
20,Private,9,Other-service,Male,35,<=50K
38,Private,16,Prof-specialty,Male,40,>50K
54,Private,4,Craft-repair,Male,40,<=50K
20,Self-emp-not-inc,10,Farming-fishing,Male,40,<=50K
57,Private,6,Exec-managerial,Male,55,<=50K
34,Federal-gov,13,Exec-managerial,Male,44,<=50K
34,Private,9,Craft-repair,Male,49,<=50K
80,Private,9,Machine-op-inspct,Female,16,<=50K
40,Private,9,Machine-op-inspct,Female,40,<=50K
19,Local-gov,7,Handlers-cleaners,Male,35,<=50K
35,Private,10,Protective-serv,Male,56,<=50K
21,Private,9,Sales,Female,40,<=50K
59,Local-gov,7,Other-service,Male,40,<=50K
53,Private,10,Transport-moving,Male,40,>50K
41,Self-emp-not-inc,11,Other-service,Female,40,>50K
59,Private,9,Transport-moving,Male,55,<=50K
21,?,10,?,Female,35,<=50K
52,Private,2,Farming-fishing,Male,40,<=50K
48,Private,3,Handlers-cleaners,Male,40,<=50K
24,Private,8,Machine-op-inspct,Male,40,<=50K
49,Private,15,Sales,Male,40,>50K
19,Private,9,Adm-clerical,Male,50,<=50K
50,Private,9,Other-service,Female,40,<=50K
39,Private,12,Craft-repair,Male,60,>50K
25,Private,9,Other-service,Female,40,<=50K
66,Private,4,Other-service,Female,40,<=50K
30,Private,10,Exec-managerial,Male,40,<=50K
49,Private,14,Exec-managerial,Male,80,>50K
40,Self-emp-not-inc,10,Craft-repair,Male,45,<=50K
38,Private,6,Other-service,Male,40,<=50K
25,Private,7,Craft-repair,Male,40,<=50K
51,State-gov,9,Exec-managerial,Male,37,>50K
23,Local-gov,13,Adm-clerical,Female,40,<=50K
60,Self-emp-not-inc,5,Exec-managerial,Male,67,>50K
44,Private,9,Sales,Male,60,>50K
53,Self-emp-not-inc,15,Prof-specialty,Male,60,>50K
66,Self-emp-not-inc,13,Prof-specialty,Male,20,>50K
18,?,9,?,Female,45,<=50K
44,Local-gov,11,Machine-op-inspct,Male,40,<=50K
38,Private,9,Machine-op-inspct,Male,40,>50K
30,Private,13,Adm-clerical,Male,40,>50K
36,Private,9,Machine-op-inspct,Male,42,<=50K
38,Local-gov,10,Adm-clerical,Male,40,>50K
31,Federal-gov,13,Exec-managerial,Female,45,<=50K
26,Private,7,Transport-moving,Female,35,<=50K
23,Private,10,Other-service,Male,25,<=50K
58,State-gov,13,Adm-clerical,Female,40,<=50K
44,Self-emp-not-inc,13,Exec-managerial,Male,40,<=50K
59,Self-emp-inc,15,Prof-specialty,Male,40,>50K
36,Local-gov,10,Exec-managerial,Male,40,<=50K
42,Private,10,Other-service,Female,52,>50K
17,Private,7,Sales,Female,20,<=50K
59,Local-gov,6,Prof-specialty,Female,15,<=50K
22,Private,10,Farming-fishing,Male,40,<=50K
40,Private,13,Sales,Male,45,<=50K
36,Private,13,Prof-specialty,Male,40,<=50K
19,?,9,?,Female,15,<=50K
49,Private,9,Adm-clerical,Female,25,>50K
18,?,10,?,Male,40,<=50K
38,Self-emp-not-inc,9,Exec-managerial,Male,25,<=50K
48,Private,9,Craft-repair,Male,40,<=50K
53,?,9,?,Male,40,>50K
33,Private,12,Sales,Male,46,<=50K
34,Self-emp-not-inc,11,Exec-managerial,Female,40,<=50K
41,Federal-gov,14,Prof-specialty,Male,50,>50K
20,?,12,?,Female,20,<=50K
58,Local-gov,9,Other-service,Male,40,<=50K
52,Private,6,Transport-moving,Male,40,<=50K
45,Local-gov,10,Prof-specialty,Male,47,>50K
37,Private,4,Other-service,Male,40,<=50K
48,Private,9,Machine-op-inspct,Male,40,<=50K
40,Federal-gov,13,Craft-repair,Male,40,>50K
29,Private,13,Sales,Male,45,<=50K
33,Private,11,Tech-support,Male,10,<=50K
51,?,9,?,Male,24,<=50K
48,Private,9,Tech-support,Male,48,<=50K
36,Self-emp-not-inc,13,Exec-managerial,Female,40,<=50K
31,Private,10,Machine-op-inspct,Female,35,<=50K
41,Self-emp-not-inc,10,Craft-repair,Male,50,<=50K
29,Federal-gov,13,Prof-specialty,Male,40,<=50K
20,Private,10,Craft-repair,Male,40,<=50K
53,Federal-gov,13,Exec-managerial,Male,40,>50K
37,Private,9,Sales,Female,40,<=50K
28,Private,13,Other-service,Female,35,<=50K
27,Private,13,Sales,Female,40,<=50K
57,?,1,?,Male,40,<=50K
23,Private,10,Adm-clerical,Female,40,<=50K
25,Private,11,Tech-support,Male,56,>50K
63,Private,10,Prof-specialty,Male,38,<=50K
65,Self-emp-not-inc,10,Sales,Male,18,<=50K
77,Private,9,Adm-clerical,Female,40,<=50K
32,Private,9,Other-service,Male,40,<=50K
40,Private,9,Craft-repair,Male,40,>50K
67,Private,9,Adm-clerical,Female,40,<=50K
35,Private,9,Other-service,Female,40,<=50K
24,Local-gov,14,Prof-specialty,Female,40,<=50K
53,State-gov,16,Prof-specialty,Male,50,>50K
37,Self-emp-inc,14,Prof-specialty,Male,40,>50K
44,State-gov,10,Tech-support,Female,40,<=50K
25,?,7,?,Female,40,<=50K
17,Private,7,Sales,Female,20,<=50K
47,Private,11,Exec-managerial,Male,60,>50K
62,Federal-gov,6,Handlers-cleaners,Male,40,<=50K
39,Private,12,Prof-specialty,Male,60,<=50K
18,?,7,?,Male,30,<=50K
32,State-gov,10,Prof-specialty,Female,40,<=50K
25,Private,13,Prof-specialty,Female,40,>50K
30,Private,9,Exec-managerial,Male,65,>50K
47,Private,14,Exec-managerial,Male,50,>50K
40,Private,6,Craft-repair,Male,40,<=50K
38,Private,9,Exec-managerial,Male,40,<=50K
41,State-gov,14,Prof-specialty,Male,40,>50K
21,Private,10,Sales,Male,20,<=50K
32,State-gov,12,Prof-specialty,Male,48,>50K
54,Private,4,Craft-repair,Male,50,<=50K
31,Private,1,Handlers-cleaners,Male,25,<=50K
42,Private,11,Prof-specialty,Male,40,<=50K
23,Private,6,Handlers-cleaners,Male,40,<=50K
18,Private,9,Sales,Female,33,<=50K
65,?,4,?,Female,12,<=50K
37,Private,10,Sales,Male,50,<=50K
53,State-gov,12,Adm-clerical,Female,40,<=50K
50,Private,9,Prof-specialty,Male,84,<=50K
64,Private,9,Adm-clerical,Female,40,>50K
55,Private,14,Prof-specialty,Male,60,<=50K
63,Private,13,Sales,Male,40,>50K
53,Private,10,Adm-clerical,Female,45,<=50K
18,Private,7,Adm-clerical,Male,40,<=50K
33,Private,7,Craft-repair,Male,40,<=50K
62,Private,7,Handlers-cleaners,Female,40,<=50K
56,Private,14,Prof-specialty,Male,48,>50K
58,State-gov,14,Adm-clerical,Male,43,>50K
33,Private,6,Sales,Female,38,<=50K
58,Private,9,Transport-moving,Male,45,<=50K
44,Private,13,Craft-repair,Male,50,>50K
81,Private,4,Machine-op-inspct,Female,40,<=50K
28,Private,9,Craft-repair,Male,35,<=50K
28,Private,9,Adm-clerical,Male,40,<=50K
43,Private,13,Craft-repair,Male,45,>50K
51,Private,9,Adm-clerical,Female,40,<=50K
23,Private,10,Prof-specialty,Male,52,<=50K
48,Self-emp-not-inc,9,Other-service,Female,45,<=50K
45,Self-emp-inc,13,Exec-managerial,Male,48,>50K
48,Private,6,Transport-moving,Male,70,<=50K
37,State-gov,9,Other-service,Female,16,<=50K
34,Private,14,Adm-clerical,Male,50,>50K
63,Self-emp-not-inc,10,Sales,Male,60,>50K
38,Private,4,Craft-repair,Male,40,<=50K
29,Private,9,Tech-support,Male,40,<=50K
33,Private,5,Machine-op-inspct,Male,40,<=50K
47,Private,3,Other-service,Female,40,<=50K
30,Private,5,Farming-fishing,Male,30,<=50K
35,Private,10,Exec-managerial,Male,40,<=50K
54,Self-emp-inc,13,Sales,Male,40,>50K
26,Private,14,Exec-managerial,Male,50,<=50K
39,Private,9,Craft-repair,Male,54,<=50K
34,State-gov,9,Other-service,Female,40,<=50K
55,Private,13,Machine-op-inspct,Male,40,<=50K
33,Self-emp-not-inc,11,Farming-fishing,Male,76,>50K
17,Private,4,Other-service,Male,36,<=50K
27,Private,6,Other-service,Female,38,<=50K
53,Private,5,Handlers-cleaners,Male,41,>50K
43,Private,10,Adm-clerical,Female,40,<=50K
22,Private,9,Exec-managerial,Male,40,<=50K
52,Private,13,Tech-support,Female,50,<=50K
60,Private,4,Craft-repair,Male,40,<=50K
55,Self-emp-not-inc,13,Sales,Male,65,>50K
39,Private,9,Tech-support,Male,40,>50K
29,Private,13,Exec-managerial,Male,40,>50K
41,Self-emp-not-inc,9,Transport-moving,Male,50,>50K
61,Private,9,Transport-moving,Female,40,<=50K
71,Federal-gov,6,Adm-clerical,Male,40,<=50K
20,Private,10,Machine-op-inspct,Male,35,<=50K
